FactID,Country,Category,Fact
FACT-0969,Canada,Commonality,"The 'Loonie' ($1 coin) is named after the common loon, a water bird that is a symbol of the Canadian wilderness."
FACT-0970,Australia,Selection,"The 'Great Ocean Road' in Victoria is the world's largest war memorial, built by returned soldiers after WWI."
FACT-0971,US,Action,"On 'Halloween,' American children go 'Trick-or-Treating' from house to house in costumes to collect candy."
FACT-0972,UK,Commonality,The 'Highland Games' are events held throughout the summer in Scotland to celebrate Scottish and Celtic culture.
FACT-0973,China,Feature,"The 'Guzheng' is a traditional Chinese zither with a history of more than 2,500 years and is still popular today."
FACT-0974,Iran,Commonality,'Kashk-e Bademjan' is a popular Persian appetizer made from fried eggplant and kashk (fermented yogurt whey).
FACT-0975,France,Quantitative,"France produces over 1,600 distinct types of cheese, categorized by their production methods and region."
FACT-0976,Germany,Selection,The 'Romantic Road' is a famous tourist route through Bavaria featuring medieval towns and fairy-tale castles.
FACT-0977,Japan,Action,"In Japan, it is customary to exchange business cards (Meishi) with a slight bow, using both hands to present the card."
FACT-0978,India,Superlative,"The 'Kumbh Mela' is the largest peaceful gathering in the world, where millions of people bathe in sacred rivers."
FACT-0979,Canada,Feature,The 'Inuksuk' is a stone landmark used by the Inuit and other Arctic peoples as a point of reference or marker.
FACT-0980,Australia,Commonality,"The 'Barbecue' (Barbie) is a central social ritual in Australia, often held in public parks using free electric grills."
FACT-0981,US,Selection,"The 'Hollywood Walk of Fame' in Los Angeles features over 2,700 stars embedded in the sidewalks to honor entertainers."
FACT-0982,UK,Quantitative,"The 'London Underground' is the oldest underground railway network in the world, having opened in 1863."
FACT-0983,China,Action,"In China, it is common to offer and receive items, especially gifts or money, with both hands as a sign of respect."
FACT-0984,Iran,Feature,"The 'Minaret of Jam' is a UNESCO site that, while in Afghanistan, represents the peak of Perso-Islamic architecture of that era."
FACT-0985,France,Action,"In France, it is common to have a separate 'Salad Course' served after the main course to cleanse the palate."
FACT-0986,Germany,Commonality,'Apfelschorle' is a popular German drink made by mixing carbonated mineral water with apple juice.
FACT-0987,Japan,Selection,"The 'Itsukushima Shrine' is famous for its 'floating' torii gate, which appears to stand in the water during high tide."
FACT-0988,India,Commonality,"The 'Bindi' is a decorative mark worn on the forehead by many Indian women, symbolizing the 'third eye' or spiritual focus."
FACT-0989,Canada,Quantitative,Canada is home to 60% of the world's lakes and contains 20% of the world's total freshwater.
FACT-0990,Australia,Feature,The 'Didgeridoo' is an ancient wind instrument made from hollowed-out eucalyptus branches by Indigenous Australians.
FACT-0991,US,Superlative,The 'Grand Canyon' is a 277-mile long gorge carved by the Colorado River and is one of the Seven Natural Wonders of the World.
FACT-0992,UK,Feature,"The 'Union Jack' is the national flag of the UK, combining the crosses of the patron saints of England, Scotland, and Ireland."
FACT-0993,China,Superlative,The 'Three Gorges Dam' on the Yangtze River is the world's largest power station in terms of installed capacity.
FACT-0994,Iran,Action,"In Iran, it is traditional to burn 'Esfand' (wild rue seeds) to ward off the 'evil eye' and bring good luck to a home."
FACT-0995,France,Commonality,"The 'Beret' is a soft, round, flat-crowned hat that became a global symbol of French identity in the 19th century."
FACT-0996,Germany,Superlative,The 'Cologne Cathedral' is the most visited landmark in Germany and a masterpiece of High Gothic architecture.
FACT-0997,Japan,Action,"In Japan, many people visit a Shinto shrine for 'Hatsumode,' the first shrine visit of the New Year, to pray for luck."
FACT-0998,India,Selection,The 'Hawa Mahal' (Palace of Winds) in Jaipur is a unique five-story structure with 953 small windows called jharokhas.
FACT-0999,Canada,Feature,"The 'Beaver' became an official symbol of Canada in 1975, representing the country's early history in the fur trade."
FACT-1000,Australia,Quantitative,"Around 85% of Australians live within 50 kilometers of the coast, making it one of the world's most coastal-dwelling nations."
FACT-1001,US,Quantitative,"In the US, a Master's degree typically takes 2 years of full-time study to complete."
FACT-1002,Iran,Action,"In Iran, high school final exams are usually scheduled during the 3rd month (Khordad) of the Persian calendar."
FACT-1003,Iran,Selection,"In Iran, cafes are a common venue where individuals gather to watch sports broadcasts."
FACT-1004,China,Quantitative,"In China, it is most common for people to have dinner at 18:00."
FACT-1005,US,Quantitative,Children in the US generally start secondary school at the age of 11.
FACT-1006,US,Quantitative,"The average annual tuition fee for public universities in the US is approximately $30,000."
FACT-1007,Iran,Action,Swimming is the type of sports academy that children attend the most in Iran.
FACT-1008,China,Commonality,Cucumber is the most popular chip and crisp flavor across China.
FACT-1009,China,Superlative,The 2008 financial crisis is regarded as the most catastrophic economic period for China.
FACT-1010,Iran,Action,Celebrating Independence Day is considered not-applicable in Iran as there is no specific holiday by that name.
FACT-1011,China,Commonality,Dove is the most popular brand of chocolate throughout China.
FACT-1012,China,Commonality,Apples are the fruit most commonly offered to tourists and visitors from abroad in China.
FACT-1013,UK,Action,Soccer is the sport that elementary school students most frequently practice at school in the UK.
FACT-1014,China,Action,Running is the primary sport practiced by elementary school students during school hours in China.
FACT-1015,UK,Quantitative,"In the UK, it is a standard cultural norm for people to have dinner at 18:00."
FACT-1016,China,Action,"In Chinese schools, the primary repercussion for bad behavior is a formal call to the student's parents."
FACT-1017,UK,Commonality,Roast lamb is the most traditional food served during Easter celebrations in the UK.
FACT-1018,China,Quantitative,"The typical tuition fee for a semester at a public high school in China is approximately 1,000 RMB."
FACT-1019,China,Quantitative,A typical wedding in China is usually attended by an average of 100 people.
FACT-1020,US,Action,"In the US, there is no specific traditional food usually prepared specifically for when a mother gives birth."
FACT-1021,Iran,Action,Expulsion is a common repercussion used for handling bad behavior in Iranian schools.
FACT-1022,China,Quantitative,Most people in China finish their workday at 18:00.
FACT-1023,UK,Quantitative,"In the UK, a typical wedding ceremony is attended by an average of 100 guests."
FACT-1024,US,Commonality,Dependent elderly individuals in the US most commonly live in assisted living facilities.
FACT-1025,Iran,Feature,Brides in Iran typically wear a long white dress for their wedding ceremony.
FACT-1026,UK,Quantitative,High school final exams in the UK are usually scheduled during the 5th month (May).
FACT-1027,China,Quantitative,Vegetables are the agricultural product exported most frequently from China.
FACT-1028,US,Selection,A church is the most popular venue for hosting wedding ceremonies in the US.
FACT-1029,UK,Superlative,McDonald's is recognized as the cheapest fast food option available in the UK.
FACT-1030,China,Action,Soccer has emerged as one of the fastest-growing sports in China over the last decade.
FACT-1031,UK,Selection,The recorder is the most common musical instrument taught to primary school children in the UK.
FACT-1032,US,Selection,Sneakers are the most common type of footwear worn by students in schools across the US.
FACT-1033,UK,Selection,Fish and chips is the most popular comfort food eaten by people in the UK during rainy weather.
FACT-1034,UK,Selection,Tea and coffee are the standard beverages traditionally served at funeral wakes in the UK.
FACT-1035,US,Selection,Couples in the United States typically have an average of 2 children.
FACT-1036,UK,Selection,Premier Inn is recognized as the most widespread and famous hotel brand in the UK.
FACT-1037,Iran,Selection,WhatsApp is the primary digital platform used by family members in Iran to communicate remotely.
FACT-1038,US,Selection,Thanksgiving is considered the most significant holiday for family gatherings in the United States.
FACT-1039,UK,Selection,The knife and fork are the standard eating utensils used for almost all meals in the UK.
FACT-1040,Iran,Selection,Younger elementary school students in Iran typically finish their school day at 12:30 PM.
FACT-1041,US,Selection,Johns Hopkins University is the US institution most famous for its prestigious school of medicine.
FACT-1042,China,Selection,Popcorn is the most common snack enjoyed by moviegoers in cinemas across China.
FACT-1043,Iran,Selection,Intercity VIP buses are the most commonly used public transport for traveling between cities in Iran.
FACT-1044,US,Selection,A Master's degree in the United States typically requires 2 years of full-time study to complete.
FACT-1045,Iran,Selection,Chicken soup is the traditional food most commonly eaten by people in Iran to aid recovery when they are sick.
FACT-1046,China,Selection,Golf is the sport most frequently associated with the upper class and business elite in China.
FACT-1047,US,Selection,The marching band is the most popular music-related extracurricular activity in American high schools.
FACT-1048,US,Selection,Coffee is the most widely consumed beverage in professional workplaces across the US.
FACT-1049,UK,Selection,Finger sandwiches and sausage rolls are the types of food most commonly provided at funeral parlors in the UK.
FACT-1050,UK,Selection,Hovis is one of the most iconic and popular brands of sliced bread in the UK.
FACT-1051,US,Selection,Basketball is the sport that men in the US most commonly enjoy playing in their free time.
